,emotion,quotes
814,happiness,"All I ask is one thing, and I’m asking this particularly of young people: please don’t be cynical. I hate cynicism, for the record, it’s my least favorite quality and it doesn’t lead anywhere. Nobody in life gets exactly what they thought they were going to get. But if you work really hard and you’re kind, amazing things will happen."
815,happiness,Happy girls are the prettiest
816,happiness,I don't know what good it is to know so much and be smart as whips and all if it doesn't make you happy.
817,happiness,Happiness. Simple as a glass of chocolate or tortuous as the heart. Bitter. Sweet. Alive.
818,happiness,those who do not know how to see the precious things in life will never be happy.
819,happiness,There are as many styles of beauty as there are visions of happiness.
820,happiness,It is sometimes easier to be happy if you don't know everything.
821,happiness,"They've got no idea what happiness is, they don't know that without this love there is no happiness or unhappiness for us--there is no life."
822,happiness,"My God, a moment of bliss. Why, isn't that enough for a whole lifetime?"
823,happiness,"Wait a second,"" Four says. I turn toward him, wondering which version of Four I'll see now-the one who scolds me, or the one who climbs Ferris wheels with me. He smiles a little, but the smile doesn't spread to his eyes, which look less tense and worried.""You belong here, you know that?"" he says. ""You belong with us. It'll be over soon, so just hold on, okay?""He scratches behind his ear and looks away, like he's embarrassed by what he said. I stare at him. I feel my heartbeat everywhere, even in my toes. I feel like doing something bold, but I could just as easily walk away. I am not sure which option is smarter, or better. I am not sure that I care.I reach out and take his hand. His fingers slide between mine. I can't breathe. I stare up at him, and he stares down at me. For a long moment, we stay that way. Then I pull my hand away and run after Uriah and Lynn and Marlene. Maybe now he thinks I'm stupid, or strange. Maybe it was worth it."
824,happiness,You can't be brave if you've only had wonderful things happen to you.
825,happiness,"Pierre was right when he said that one must believe in the possibility of happiness in order to be happy, and I now believe in it. Let the dead bury the dead, but while I'm alive, I must live and be happy."
826,happiness,Happiness is a perfume you cannot pour on others without getting some on yourself.
827,happiness,"It is difficult to live in and enjoy the moment when you are thinking about the past or worrying about the future. You cannot change your past, but you can ruin the present by worrying about your future. Learn from the past, plan for the future. The more you live in and enjoy the present moment, the happier you will be."
828,happiness,"Woman is not made to be the admiration of all, but the happiness of one."
829,happiness,"One swallow does not make a summer, neither does one fine day; similarly one day or brief time of happiness does not make a person entirely happy."
830,happiness,Love is too precious to be ashamed of.
831,happiness,"Dance. Smile. Giggle. Marvel. TRUST. HOPE. LOVE. WISH. BELIEVE. Most of all, enjoy every moment of the journey, and appreciate where you are at this moment instead of always focusing on how far you have to go."
832,happiness,Happiness was but the occasional episode in a general drama of pain.
833,happiness,We're all golden sunflowers inside.
834,happiness,"Money may not buy happiness, but I'd rather cry in a Jaguar than on a bus."
835,happiness,Just because you are happy it does not mean that the day is perfect but that you have looked beyond its imperfections
836,happiness,Nothing makes a person happier than having a happy heart.
837,happiness,"Art is unquestionably one of the purest and highest elements in human happiness. It trains the mind through the eye, and the eye through the mind. As the sun colors flowers, so does art color life."
838,happiness,"Changing your outside world cannot make you happy if you are an unhappy person. The real personal change can only happen from the inside out. If you firstly create the change within yourself, you can turn your life around."
839,happiness,"When you connect to the silence within you, that is when you can make sense of the disturbance going on around you."
